Time,Average(A)
(us),(V)
73.7276984,0.5795213
73.7316984,0.581173
73.7356984,0.5828204
73.7396984,0.5844567
73.7436984,0.5860826
73.7476984,0.5876996
73.7516984,0.5893103
73.7556984,0.5909079
73.7596984,0.5924998
73.7636984,0.5940812
73.7676984,0.5956488
73.7716984,0.5972087
73.7756984,0.5987598
73.7796984,0.600302
73.7836984,0.601831
73.7876984,0.60335
73.7916984,0.6048602
73.7956984,0.6063564
73.7996984,0.6078452
73.8036984,0.6093228
73.8076984,0.6107914
73.8116984,0.612247
73.8156984,0.6136945
73.8196984,0.6151271
73.8236984,0.6165487
73.8276984,0.6179623
73.8316984,0.6193641
73.8356984,0.6207517
73.8396984,0.6221293
73.8436984,0.6234968
73.8476984,0.6248498
73.8516984,0.6261927
73.8556984,0.6275249
73.8596984,0.6288447
73.8636984,0.6301518
73.86769839,0.6314455
73.87169839,0.6327285
73.87569839,0.6339964
73.87969839,0.6352571
73.88369839,0.6365003
73.88769839,0.6377317
73.89169839,0.6389521
73.89569839,0.6401583
73.89969839,0.6413503
73.90369839,0.6425324
73.90769839,0.6436989
73.91169839,0.6448561
73.91569839,0.6459975
73.91969839,0.6471249
73.92369839,0.6482396
73.92769839,0.6493389
73.93169839,0.6504259
73.93569839,0.651501
73.93969839,0.6525587
73.94369839,0.6536072
73.94769839,0.6546362
73.95169839,0.6556574
73.95569839,0.6566603
73.95969839,0.6576497
73.96369839,0.6586232
73.96769839,0.6595837
73.97169839,0.66053
73.97569839,0.6614597
73.97969839,0.6623768
73.98369839,0.6632763
73.98769839,0.6641664
73.99169839,0.6650352
73.99569839,0.6658928
73.99969839,0.6667354
74.00369839,0.6675605
74.00769839,0.6683732
74.01169839,0.6691704
74.01569839,0.6699484
74.01969839,0.6707108
74.02369839,0.6714616
74.02769839,0.6721952
74.03169839,0.6729122
74.03569839,0.6736114
74.03969839,0.6743003
74.04369839,0.6749673
74.04769839,0.6756188
74.05169839,0.6762558
74.05569839,0.6768766
74.05969839,0.677481
74.06369839,0.6780666
74.06769839,0.6786389
74.07169839,0.6791927
74.07569839,0.6797277
74.07969839,0.6802498
74.08369839,0.6807507
74.08769839,0.6812354
74.09169839,0.6817055
74.09569839,0.6821585
74.09969839,0.6825925
74.10369839,0.6830096
74.10769839,0.6834102
74.11169839,0.6837904
74.11569839,0.6841541
74.11969839,0.6845018
74.12369839,0.6848314
74.12769839,0.6851417
74.13169839,0.6854342
74.13569839,0.6857102
74.13969839,0.6859677
74.14369839,0.6862053
74.14769839,0.6864267
74.15169839,0.6866282
74.15569839,0.6868133
74.15969839,0.6869777
74.16369839,0.6871243
74.16769839,0.6872543
74.17169839,0.687359
74.17569839,0.6874504
74.17969839,0.687523
74.18369839,0.6875768
74.18769839,0.6876085
74.19169839,0.6876232
74.19569839,0.687617
74.19969839,0.6875957
74.20369839,0.6875529
74.20769839,0.6874886
74.21169839,0.6874036
74.21569839,0.6873051
74.21969839,0.6871821
74.22369838,0.6870386
74.22769838,0.6868783
74.23169838,0.6866972
74.23569838,0.6864997
74.23969838,0.6862763
74.24369838,0.6860332
74.24769838,0.6857713
74.25169838,0.685491
74.25569838,0.6851895
74.25969838,0.6848646
74.26369838,0.6845226
74.26769838,0.6841592
74.27169838,0.6837777
74.27569838,0.6833712
74.27969838,0.6829468
74.28369838,0.682501
74.28769838,0.6820338
74.29169838,0.6815461
74.29569838,0.6810374
74.29969838,0.6805091
74.30369838,0.6799567
74.30769838,0.6793835
74.31169838,0.6787905
74.31569838,0.6781774
74.31969838,0.6775407
74.32369838,0.6768818
74.32769838,0.6762012
74.33169838,0.6754998
74.33569838,0.6747773
74.33969838,0.6740327
74.34369838,0.6732657
74.34769838,0.6724787
74.35169838,0.671668
74.35569838,0.6708367
74.35969838,0.6699827
74.36369838,0.6691065
74.36769838,0.6682071
74.37169838,0.667289
74.37569838,0.6663441
74.37969838,0.6653777
74.38369838,0.6643916
74.38769838,0.6633787
74.39169838,0.6623452
74.39569838,0.6612901
74.39969838,0.660212
74.40369838,0.6591098
74.40769838,0.6579893
74.41169838,0.6568407
74.41569838,0.6556714
74.41969838,0.6544781
74.42369838,0.6532637
74.42769838,0.6520259
74.43169838,0.6507642
74.43569838,0.6494777
74.43969838,0.6481706
74.44369838,0.6468368
74.44769838,0.6454824
74.45169838,0.6441032
74.45569838,0.6427028
74.45969838,0.6412769
74.46369838,0.6398276
74.46769838,0.6383554
74.47169838,0.6368579
74.47569838,0.6353404
74.47969838,0.6337969
74.48369838,0.6322267
74.48769838,0.6306355
74.49169838,0.6290207
74.49569838,0.6273794
74.49969838,0.6257171
74.50369838,0.624029
74.50769838,0.6223143
74.51169838,0.6205786
74.51569838,0.618818
74.51969838,0.6170337
74.52369838,0.6152253
74.52769838,0.6133924
74.53169838,0.6115361
74.53569838,0.6096535
74.53969838,0.6077462
74.54369838,0.6058155
74.54769838,0.6038586
74.55169838,0.601882
74.55569838,0.5998754
74.55969838,0.597846
74.56369838,0.5957916
74.56769838,0.5937116
74.57169838,0.5916075
74.57569837,0.5894802
74.57969837,0.5873256
74.58369837,0.5851458
74.58769837,0.5829425
74.59169837,0.5807125
74.59569837,0.5784603
74.59969837,0.5761824
74.60369837,0.5738757
74.60769837,0.5715477
74.61169837,0.5691955
74.61569837,0.5668128
74.61969837,0.5644099
74.62369837,0.5619801
74.62769837,0.559523
74.63169837,0.5570439
74.63569837,0.5545375
74.63969837,0.5520043
74.64369837,0.549448
74.64769837,0.5468664
74.65169837,0.5442555
74.65569837,0.5416247
74.65969837,0.538967
74.66369837,0.5362819
74.66769837,0.5335708
74.67169837,0.5308352
74.67569837,0.528073
74.67969837,0.5252857
74.68369837,0.5224757
74.68769837,0.5196349
74.69169837,0.5167741
74.69569837,0.5138839
74.69969837,0.5109681
74.70369837,0.5080271
74.70769837,0.5050591
74.71169837,0.5020679
74.71569837,0.4990479
74.71969837,0.4960028
74.72369837,0.4929357
74.72769837,0.4898386
74.73169837,0.4867133
74.73569837,0.4835661
74.73969837,0.480395
74.74369837,0.4771942
74.74769837,0.4739703
74.75169837,0.4707187
74.75569837,0.4674404
74.75969837,0.4641371
74.76369837,0.4608113
74.76769837,0.4574566
74.77169837,0.4540754
74.77569837,0.4506674
74.77969837,0.4472355
74.78369837,0.4437757
74.78769837,0.4402939
74.79169837,0.4367825
74.79569837,0.4332475
74.79969837,0.4296823
74.80369837,0.4260955
74.80769837,0.4224815
74.81169837,0.4188452
74.81569837,0.4151791
74.81969837,0.4114887
74.82369837,0.407771
74.82769837,0.4040287
74.83169837,0.4002615
74.83569837,0.3964631
74.83969837,0.3926441
74.84369837,0.3887996
74.84769837,0.3849288
74.85169837,0.3810306
74.85569837,0.3771076
74.85969837,0.3731589
74.86369837,0.3691844
74.86769837,0.3651857
74.87169837,0.3611611
74.87569837,0.3571092
74.87969837,0.3530342
74.88369837,0.3489304
74.88769837,0.3448055
74.89169837,0.3406537
74.89569837,0.3364741
74.89969837,0.3322715
74.90369837,0.328045
74.90769837,0.3237908
74.91169837,0.3195111
74.91569837,0.3152085
74.91969837,0.310879
74.92369837,0.3065225
74.92769837,0.3021413
74.93169836,0.2977409
74.93569836,0.2933096
74.93969836,0.2888578
74.94369836,0.2843767
74.94769836,0.2798734
74.95169836,0.2753465
74.95569836,0.2707931
74.95969836,0.2662128
74.96369836,0.2616135
74.96769836,0.2569842
74.97169836,0.2523318
74.97569836,0.2476584
74.97969836,0.2429584
74.98369836,0.2382357
74.98769836,0.2334861
74.99169836,0.2287135
74.99569836,0.223918
74.99969836,0.2190951
75.00369836,0.2142506
75.00769836,0.2093857
75.01169836,0.2044919
75.01569836,0.1995765
75.01969836,0.1946387
75.02369836,0.1896745
75.02769836,0.1846885
75.03169836,0.179681
75.03569836,0.174645
75.03969836,0.1695905
75.04369836,0.1645122
75.04769836,0.1594108
75.05169836,0.1542868
75.05569836,0.1491385
75.05969836,0.1439704
75.06369836,0.1387775
75.06769836,0.133564
75.07169836,0.1283265
75.07569836,0.1230647
75.07969836,0.1177842
75.08369836,0.1124815
75.08769836,0.107155
75.09169836,0.101809
75.09569836,0.09643979
75.09969836,0.09104948
75.10369836,0.08563675
75.10769836,0.08020334
75.11169836,0.07474908
75.11569836,0.06927411
75.11969836,0.06377579
75.12369836,0.0582587
75.12769836,0.0527227
75.13169836,0.04716402
75.13569836,0.04158624
75.13969836,0.03598563
75.14369836,0.03036451
75.14769836,0.02472621
75.15169836,0.01906597
75.15569836,0.01338691
75.15969836,0.00768972
75.16369836,0.00197202
75.16769836,-0.00376475
75.17169836,-0.00952297
75.17569836,-0.01530051
75.17969836,-0.02109211
75.18369836,-0.02690447
75.18769836,-0.03273539
75.19169836,-0.03858467
75.19569836,-0.04445376
75.19969836,-0.05033914
75.20369836,-0.05624497
75.20769836,-0.06216602
75.21169836,-0.0681041
75.21569836,-0.0740597
75.21969836,-0.08003329
75.22369836,-0.08602255
75.22769836,-0.09203093
75.23169836,-0.09805187
75.23569836,-0.1040907
75.23969836,-0.1101496
75.24369836,-0.1162214
75.24769836,-0.1223101
75.25169836,-0.1284132
75.25569836,-0.1345309
75.25969836,-0.1406658
75.26369836,-0.1468151
75.26769836,-0.1529799
75.27169836,-0.1591604
75.27569836,-0.1653523
75.27969836,-0.1715611
75.28369835,-0.1777804
75.28769835,-0.1840176
75.29169835,-0.1902649
75.29569835,-0.1965295
75.29969835,-0.2028034
75.30369835,-0.2090911
75.30769835,-0.2153952
75.31169835,-0.2217068
75.31569835,-0.2280342
75.31969835,-0.2343698
75.32369835,-0.24072
75.32769835,-0.2470808
75.33169835,-0.2534559
75.33569835,-0.2598375
75.33969835,-0.2662337
75.34369835,-0.272636
75.34769835,-0.2790539
75.35169835,-0.2854792
75.35569835,-0.2919114
75.35969835,-0.2983582
75.36369835,-0.3048125
75.36769835,-0.3112743
75.37169835,-0.3177492
75.37569835,-0.3242288
75.37969835,-0.3307209
75.38369835,-0.3372166
75.38769835,-0.3437213
75.39169835,-0.3502335
75.39569835,-0.35675
75.39969835,-0.3632798
75.40369835,-0.3698135
75.40769835,-0.3763535
75.41169835,-0.3828991
75.41569835,-0.3894524
75.41969835,-0.3960091
75.42369835,-0.4025711
75.42769835,-0.4091397
75.43169835,-0.4157104
75.43569835,-0.4222894
75.43969835,-0.4288688
75.44369835,-0.435454
75.44769835,-0.4420433
75.45169835,-0.4486347
75.45569835,-0.4552317
75.45969835,-0.4618273
75.46369835,-0.4684259
75.46769835,-0.4750277
75.47169835,-0.4816304
75.47569835,-0.4882344
75.47969835,-0.4948404
75.48369835,-0.5014485
75.48769835,-0.5080538
75.49169835,-0.5146602
75.49569835,-0.5212684
75.49969835,-0.527875
75.50369835,-0.5344803
75.50769835,-0.5410857
75.51169835,-0.5476881
75.51569835,-0.5542905
75.51969835,-0.5608887
75.52369835,-0.5674861
75.52769835,-0.5740817
75.53169835,-0.5806709
75.53569835,-0.5872613
75.53969835,-0.5938415
75.54369835,-0.6004225
75.54769835,-0.6069991
75.55169835,-0.6135702
75.55569835,-0.6201344
75.55969835,-0.6266959
75.56369835,-0.6332521
75.56769835,-0.6397992
75.57169835,-0.6463415
75.57569835,-0.6528763
75.57969835,-0.6594049
75.58369835,-0.6659226
75.58769835,-0.6724338
75.59169835,-0.6789356
75.59569835,-0.6854322
75.59969835,-0.6919178
75.60369835,-0.6983935
75.60769835,-0.7048606
75.61169835,-0.7113137
75.61569835,-0.717763
75.61969835,-0.7241989
75.62369835,-0.7306213
75.62769835,-0.7370334
75.63169835,-0.7434334
75.63569834,-0.7498237
75.63969834,-0.7562017
75.64369834,-0.7625653
75.64769834,-0.7689146
75.65169834,-0.7752475
75.65569834,-0.7815703
75.65969834,-0.7878747
75.66369834,-0.7941669
75.66769834,-0.8004436
75.67169834,-0.8067038
75.67569834,-0.812948
75.67969834,-0.8191754
75.68369834,-0.8253852
75.68769834,-0.8315796
75.69169834,-0.8377558
75.69569834,-0.8439132
75.69969834,-0.8500535
75.70369834,-0.856173
75.70769834,-0.8622754
75.71169834,-0.8683602
75.71569834,-0.8744225
75.71969834,-0.8804656
75.72369834,-0.8864862
75.72769834,-0.8924858
75.73169834,-0.8984662
75.73569834,-0.9044234
75.73969834,-0.910359
75.74369834,-0.9162672
75.74769834,-0.9221575
75.75169834,-0.9280219
75.75569834,-0.9338643
75.75969834,-0.9396837
75.76369834,-0.9454756
75.76769834,-0.951244
75.77169834,-0.9569861
75.77569834,-0.9627039
75.77969834,-0.9683935
75.78369834,-0.9740568
75.78769834,-0.979695
75.79169834,-0.9853049
75.79569834,-0.9908856
75.79969834,-0.9964378
75.80369834,-1.001965
75.80769834,-1.007461
75.81169834,-1.012932
75.81569834,-1.018367
75.81969834,-1.023772
75.82369834,-1.029149
75.82769834,-1.034497
75.83169834,-1.039812
75.83569834,-1.045096
75.83969834,-1.050346
75.84369834,-1.055567
75.84769834,-1.060753
75.85169834,-1.065902
75.85569834,-1.071023
75.85969834,-1.076113
75.86369834,-1.081161
75.86769834,-1.086177
75.87169834,-1.091159
75.87569834,-1.096102
75.87969834,-1.101017
75.88369834,-1.105888
75.88769834,-1.110726
75.89169834,-1.115526
75.89569834,-1.120287
75.89969834,-1.125016
75.90369834,-1.129704
75.90769834,-1.134354
75.91169834,-1.138965
75.91569834,-1.143534
75.91969834,-1.148064
75.92369834,-1.152554
75.92769834,-1.157007
75.93169834,-1.161417
75.93569834,-1.165787
75.93969834,-1.170114
75.94369834,-1.174402
75.94769834,-1.178644
75.95169834,-1.182846
75.95569834,-1.187006
75.95969834,-1.191121
75.96369834,-1.195196
75.96769834,-1.199226
75.97169834,-1.203209
75.97569834,-1.207147
75.97969834,-1.211041
75.98369834,-1.214893
75.98769834,-1.218696
75.99169833,-1.222454
75.99569833,-1.226166
75.99969833,-1.229831
76.00369833,-1.233451
76.00769833,-1.237024
76.01169833,-1.240548
76.01569833,-1.244022
76.01969833,-1.24745
76.02369833,-1.250832
76.02769833,-1.254165
76.03169833,-1.257448
76.03569833,-1.260679
76.03969833,-1.263862
76.04369833,-1.266997
76.04769833,-1.270079
76.05169833,-1.273108
76.05569833,-1.276091
76.05969833,-1.279019
76.06369833,-1.281895
76.06769833,-1.284723
76.07169833,-1.287496
76.07569833,-1.290218
76.07969833,-1.292887
76.08369833,-1.295502
76.08769833,-1.298066
76.09169833,-1.300576
76.09569833,-1.303031
76.09969833,-1.305433
76.10369833,-1.307782
76.10769833,-1.310073
76.11169833,-1.31231
76.11569833,-1.314493
76.11969833,-1.316622
76.12369833,-1.318696
76.12769833,-1.32071
76.13169833,-1.32267
76.13569833,-1.324577
76.13969833,-1.326421
76.14369833,-1.328215
76.14769833,-1.329947
76.15169833,-1.331625
76.15569833,-1.333245
76.15969833,-1.334809
76.16369833,-1.336314
76.16769833,-1.337758
76.17169833,-1.339148
76.17569833,-1.340477
76.17969833,-1.341748
76.18369833,-1.342962
76.18769833,-1.344117
76.19169833,-1.345214
76.19569833,-1.346246
76.19969833,-1.347221
76.20369833,-1.348138
76.20769833,-1.348994
76.21169833,-1.349792
76.21569833,-1.350528
76.21969833,-1.351205
76.22369833,-1.351822
76.22769833,-1.352376
76.23169833,-1.352871
76.23569833,-1.353305
76.23969833,-1.353679
76.24369833,-1.353993
76.24769833,-1.354244
76.25169833,-1.354432
76.25569833,-1.354558
76.25969833,-1.354628
76.26369833,-1.354632
76.26769833,-1.354578
76.27169833,-1.354457
76.27569833,-1.354276
76.27969833,-1.354033
76.28369833,-1.353731
76.28769833,-1.353365
76.29169833,-1.352933
76.29569833,-1.352441
76.29969833,-1.351886
76.30369833,-1.351273
76.30769833,-1.350595
76.31169833,-1.349852
76.31569833,-1.34905
76.31969833,-1.348183
76.32369833,-1.347255
76.32769833,-1.346264
76.33169833,-1.345208
76.33569833,-1.344093
76.33969833,-1.34291
76.34369832,-1.341671
76.34769832,-1.340366
76.35169832,-1.338998
76.35569832,-1.337567
76.35969832,-1.336076
76.36369832,-1.334519
76.36769832,-1.332897
76.37169832,-1.331216
76.37569832,-1.329474
76.37969832,-1.327666
76.38369832,-1.325798
76.38769832,-1.323866
76.39169832,-1.321872
76.39569832,-1.319815
76.39969832,-1.317698
76.40369832,-1.315516
76.40769832,-1.313273
76.41169832,-1.310965
76.41569832,-1.308598
76.41969832,-1.306169
76.42369832,-1.303678
76.42769832,-1.301123
76.43169832,-1.29851
76.43569832,-1.295833
76.43969832,-1.293095
76.44369832,-1.290294
76.44769832,-1.287435
76.45169832,-1.284513
76.45569832,-1.28153
76.45969832,-1.278485
76.46369832,-1.275382
76.46769832,-1.272216
76.47169832,-1.26899
76.47569832,-1.265704
76.47969832,-1.262358
76.48369832,-1.258951
76.48769832,-1.255482
76.49169832,-1.251958
76.49569832,-1.24837
76.49969832,-1.244726
76.50369832,-1.241023
76.50769832,-1.237262
76.51169832,-1.23344
76.51569832,-1.22956
76.51969832,-1.225622
76.52369832,-1.221626
76.52769832,-1.217574
76.53169832,-1.21346
76.53569832,-1.209295
76.53969832,-1.205068
76.54369832,-1.200786
76.54769832,-1.196447
76.55169832,-1.192052
76.55569832,-1.187597
76.55969832,-1.183089
76.56369832,-1.178526
76.56769832,-1.173906
76.57169832,-1.169232
76.57569832,-1.164503
76.57969832,-1.159721
76.58369832,-1.154882
76.58769832,-1.149988
76.59169832,-1.145044
76.59569832,-1.140044
76.59969832,-1.134993
76.60369832,-1.129888
76.60769832,-1.124729
76.61169832,-1.119519
76.61569832,-1.114255
76.61969832,-1.108943
76.62369832,-1.103578
76.62769832,-1.098164
76.63169832,-1.092695
76.63569832,-1.087179
76.63969832,-1.081613
76.64369832,-1.075998
76.64769832,-1.070331
76.65169832,-1.064618
76.65569832,-1.058856
76.65969832,-1.053044
76.66369832,-1.047186
76.66769832,-1.041281
76.67169832,-1.035326
76.67569832,-1.029326
76.67969832,-1.023281
76.68369832,-1.017189
76.68769832,-1.011051
76.69169832,-1.004869
76.69569832,-0.9986395
76.69969831,-0.9923689
76.70369831,-0.9860518
76.70769831,-0.9796919
76.71169831,-0.9732918
76.71569831,-0.9668449
76.71969831,-0.9603572
76.72369831,-0.9538272
76.72769831,-0.947258
76.73169831,-0.9406462
76.73569831,-0.9339932
76.73969831,-0.9272994
76.74369831,-0.9205668
76.74769831,-0.9137931
76.75169831,-0.9069816
76.75569831,-0.900134
76.75969831,-0.8932464
76.76369831,-0.886321
76.76769831,-0.8793583
76.77169831,-0.8723568
76.77569831,-0.8653201
76.77969831,-0.8582505
76.78369831,-0.8511422
76.78769831,-0.8440006
76.79169831,-0.8368247
76.79569831,-0.8296129
76.79969831,-0.8223708
76.80369831,-0.8150946
76.80769831,-0.8077831
76.81169831,-0.8004408
76.81569831,-0.7930689
76.81969831,-0.7856653
76.82369831,-0.7782306
76.82769831,-0.7707651
76.83169831,-0.7632692
76.83569831,-0.7557442
76.83969831,-0.748187
76.84369831,-0.7406071
76.84769831,-0.7329953
76.85169831,-0.7253581
76.85569831,-0.7176956
76.85969831,-0.7100084
76.86369831,-0.7022927
76.86769831,-0.6945485
76.87169831,-0.6867837
76.87569831,-0.6789922
76.87969831,-0.6711772
76.88369831,-0.6633382
76.88769831,-0.6554782
76.89169831,-0.6475947
76.89569831,-0.6396888
76.89969831,-0.63176
76.90369831,-0.623811
76.90769831,-0.6158409
76.91169831,-0.6078526
76.91569831,-0.5998443
76.91969831,-0.5918172
76.92369831,-0.5837706
76.92769831,-0.5757096
76.93169831,-0.5676236
76.93569831,-0.5595264
76.93969831,-0.5514125
76.94369831,-0.5432792
76.94769831,-0.5351333
76.95169831,-0.5269708
76.95569831,-0.5187926
76.95969831,-0.5106046
76.96369831,-0.5024004
76.96769831,-0.4941817
76.97169831,-0.485951
76.97569831,-0.4777099
76.97969831,-0.4694553
76.98369831,-0.461191
76.98769831,-0.4529117
76.99169831,-0.4446275
76.99569831,-0.4363289
76.99969831,-0.4280224
77.00369831,-0.4197097
77.00769831,-0.4113865
77.01169831,-0.4030555
77.01569831,-0.3947171
77.01969831,-0.3863728
77.02369831,-0.3780194
77.02769831,-0.3696593
77.03169831,-0.3612997
77.03569831,-0.3529311
77.03969831,-0.3445566
77.04369831,-0.3361807
77.04769831,-0.3278006
77.0516983,-0.3194153
77.0556983,-0.3110286
77.0596983,-0.3026394
77.0636983,-0.2942524
77.0676983,-0.2858568
77.0716983,-0.277463
77.0756983,-0.2690719
77.0796983,-0.2606761
77.0836983,-0.252286
77.0876983,-0.2438916
77.0916983,-0.2354992
77.0956983,-0.2271134
77.0996983,-0.2187223
77.1036983,-0.2103391
77.1076983,-0.2019556
77.1116983,-0.1935782
77.1156983,-0.1852003
77.1196983,-0.1768303
77.1236983,-0.1684649
77.1276983,-0.1601043
77.1316983,-0.1517453
77.1356983,-0.1433954
77.1396983,-0.1350536
77.1436983,-0.126715
77.1476983,-0.1183846
77.1516983,-0.1100597
77.1556983,-0.1017446
77.1596983,-0.09344134
77.1636983,-0.0851399
77.1676983,-0.07684956
77.1716983,-0.06856859
77.1756983,-0.06029866
77.1796983,-0.05203651
77.1836983,-0.04378522
77.1876983,-0.03554546
77.1916983,-0.02731766
77.1956983,-0.01910055
77.1996983,-0.01089225
77.2036983,-0.00269898
77.2076983,0.00548356
77.2116983,0.01365012
77.2156983,0.02180787
77.2196983,0.02994917
77.2236983,0.03807849
77.2276983,0.04619341
77.2316983,0.05429251
77.2356983,0.0623777
77.2396983,0.0704507
77.2436983,0.07850403
77.2476983,0.08654299
77.2516983,0.09456891
77.2556983,0.1025772
77.2596983,0.1105712
77.2636983,0.1185454
77.2676983,0.1265033
77.2716983,0.1344435
77.2756983,0.142365
77.2796983,0.1502717
77.2836983,0.1581593
77.2876983,0.1660302
77.2916983,0.1738793
77.2956983,0.1817116
77.2996983,0.1895273
77.3036983,0.1973207
77.3076983,0.2050968
77.3116983,0.2128514
77.3156983,0.2205847
77.3196983,0.2282992
77.3236983,0.2359945
77.3276983,0.2436682
77.3316983,0.2513213
77.3356983,0.2589518
77.3396983,0.2665641
77.3436983,0.2741523
77.3476983,0.2817221
77.3516983,0.2892672
77.3556983,0.2967909
77.3596983,0.3042946
77.3636983,0.3117746
77.3676983,0.3192329
77.3716983,0.3266672
77.3756983,0.3340791
77.3796983,0.3414679
77.3836983,0.3488365
77.3876983,0.3561785
77.3916983,0.3635001
77.3956983,0.3707924
77.3996983,0.3780682
77.40369829,0.3853176
77.40769829,0.3925443
77.41169829,0.3997436
77.41569829,0.4069189
77.41969829,0.4140711
77.42369829,0.4212034
77.42769829,0.428302
77.43169829,0.435384
77.43569829,0.4424374
77.43969829,0.4494661
77.44369829,0.4564689
77.44769829,0.4634517
77.45169829,0.4704051
77.45569829,0.477332
77.45969829,0.4842387
77.46369829,0.4911169
77.46769829,0.4979705
77.47169829,0.5047981
77.47569829,0.5115979
77.47969829,0.5183759
77.48369829,0.5251275
77.48769829,0.5318528
77.49169829,0.5385526
77.49569829,0.5452237
77.49969829,0.5518734
77.50369829,0.5584962
77.50769829,0.5650936
77.51169829,0.5716622
77.51569829,0.5782068
77.51969829,0.5847263
77.52369829,0.5912164
77.52769829,0.5976805
77.53169829,0.6041219
77.53569829,0.6105368
77.53969829,0.6169216
77.54369829,0.6232831
77.54769829,0.62962
77.55169829,0.635929
77.55569829,0.6422124
77.55969829,0.6484672
77.56369829,0.6546979
77.56769829,0.6609005
77.57169829,0.6670782
77.57569829,0.6732271
77.57969829,0.6793543
77.58369829,0.6854511
77.58769829,0.6915241
77.59169829,0.697569
77.59569829,0.7035869
77.59969829,0.7095821
77.60369829,0.7155466
77.60769829,0.7214864
77.61169829,0.7273998
77.61569829,0.7332909
77.61969829,0.739151
77.62369829,0.7449884
77.62769829,0.7507998
77.63169829,0.7565852
77.63569829,0.762342
77.63969829,0.7680724
77.64369829,0.7737793
77.64769829,0.7794577
77.65169829,0.785112
77.65569829,0.7907352
77.65969829,0.7963377
77.66369829,0.8019136
77.66769829,0.8074601
77.67169829,0.8129864
77.67569829,0.8184822
77.67969829,0.823954
77.68369829,0.829398
77.68769829,0.8348187
77.69169829,0.8402116
77.69569829,0.8455809
77.69969829,0.8509185
77.70369829,0.8562375
77.70769829,0.8615292
77.71169829,0.8667918
77.71569829,0.8720315
77.71969829,0.8772445
77.72369829,0.8824356
77.72769829,0.8875973
77.73169829,0.892731
77.73569829,0.8978442
77.73969829,0.9029292
77.74369829,0.9079916
77.74769829,0.9130256
77.75169829,0.9180342
77.75569829,0.9230176
77.75969828,0.9279771
77.76369828,0.9329109
77.76769828,0.9378169
77.77169828,0.9426971
77.77569828,0.947555
77.77969828,0.9523841
77.78369828,0.9571909
77.78769828,0.9619704
77.79169828,0.9667265
77.79569828,0.9714529
77.79969828,0.9761583
77.80369828,0.9808394
77.80769828,0.9854914
77.81169828,0.9901198
77.81569828,0.9947196
77.81969828,0.9992961
77.82369828,1.00385
77.82769828,1.008376
77.83169828,1.012877
77.83569828,1.01735
77.83969828,1.021803
77.84369828,1.026225
77.84769828,1.030623
77.85169828,1.034995
77.85569828,1.039346
77.85969828,1.043665
77.86369828,1.047963
77.86769828,1.052233
77.87169828,1.056477
77.87569828,1.060696
77.87969828,1.06489
77.88369828,1.069059
77.88769828,1.073198
77.89169828,1.077314
77.89569828,1.081404
77.89969828,1.085466
77.90369828,1.089504
77.90769828,1.093513
77.91169828,1.097497
77.91569828,1.101457
77.91969828,1.105389
77.92369828,1.109294
77.92769828,1.113173
77.93169828,1.117026
77.93569828,1.120851
77.93969828,1.124653
77.94369828,1.128422
77.94769828,1.132168
77.95169828,1.135883
77.95569828,1.139575
77.95969828,1.14324
77.96369828,1.146876
77.96769828,1.150484
77.97169828,1.154065
77.97569828,1.157617
77.97969828,1.161144
77.98369828,1.164639
77.98769828,1.168108
77.99169828,1.171551
77.99569828,1.174959
77.99969828,1.178345
78.00369828,1.181703
78.00769828,1.185029
78.01169828,1.188327
78.01569828,1.191594
78.01969828,1.194836
78.02369828,1.198046
78.02769828,1.201227
78.03169828,1.204377
78.03569828,1.207498
78.03969828,1.21059
78.04369828,1.213651
78.04769828,1.216683
78.05169828,1.219682
78.05569828,1.222651
78.05969828,1.225588
78.06369828,1.228497
78.06769828,1.231375
78.07169828,1.23422
78.07569828,1.237034
78.07969828,1.239814
78.08369828,1.242565
78.08769828,1.245284
78.09169828,1.24797
78.09569828,1.250627
78.09969828,1.253244
78.10369828,1.255836
78.10769828,1.258387
78.11169827,1.260905
78.11569827,1.263396
78.11969827,1.265847
78.12369827,1.268268
78.12769827,1.270653
78.13169827,1.273
78.13569827,1.275317
78.13969827,1.277599
78.14369827,1.279841
78.14769827,1.282053
78.15169827,1.284226
78.15569827,1.286364
78.15969827,1.288465
78.16369827,1.290532
78.16769827,1.292561
78.17169827,1.294551
78.17569827,1.296507
78.17969827,1.298426
78.18369827,1.300304
78.18769827,1.302148
78.19169827,1.303951
78.19569827,1.305716
78.19969827,1.307443
78.20369827,1.309129
78.20769827,1.310777
78.21169827,1.312388
78.21569827,1.313958
78.21969827,1.315486
78.22369827,1.316978
78.22769827,1.318427
78.23169827,1.319833
78.23569827,1.321199
78.23969827,1.322526
78.24369827,1.323809
78.24769827,1.325052
78.25169827,1.326251
78.25569827,1.327409
78.25969827,1.328525
78.26369827,1.329592
78.26769827,1.330625
78.27169827,1.331608
78.27569827,1.332553
78.27969827,1.333447
78.28369827,1.334302
78.28769827,1.335109
78.29169827,1.335873
78.29569827,1.336591
78.29969827,1.337266
78.30369827,1.337894
78.30769827,1.338473
78.31169827,1.339007
78.31569827,1.339497
78.31969827,1.339937
78.32369827,1.340334
78.32769827,1.34068
78.33169827,1.340981
78.33569827,1.341233
78.33969827,1.341435
78.34369827,1.341592
78.34769827,1.341697
78.35169827,1.341754
78.35569827,1.341763
