Time,Average(A)
(us),(V)
211.8956945,0.06625826
211.8996945,0.06603107
211.9036945,0.06580054
211.9076945,0.06557136
211.9116945,0.06534014
211.9156945,0.06510594
211.9196945,0.06487039
211.9236945,0.06463224
211.9276945,0.06439233
211.9316945,0.0641537
211.9356945,0.06391101
211.9396945,0.0636683
211.9436945,0.06342246
211.9476945,0.0631755
211.9516945,0.06292652
211.9556945,0.06267814
211.9596945,0.06242635
211.9636945,0.06217434
211.9676945,0.06191923
211.9716945,0.06166268
211.9756945,0.06140758
211.9796945,0.06114839
211.9836945,0.0608878
211.9876945,0.06062531
211.9916945,0.06036377
211.9956945,0.06009813
211.9996945,0.05983372
212.0036945,0.05956335
212.0076945,0.05929754
212.0116945,0.05902667
212.0156945,0.05875415
212.0196945,0.05848306
212.0236945,0.05820743
212.0276945,0.05793257
212.0316945,0.0576541
212.0356945,0.05737751
212.0396945,0.05709879
212.0436945,0.05681959
212.0476945,0.05653776
212.0516945,0.05625525
212.0556945,0.05597105
212.0596945,0.05568754
212.0636945,0.05540098
212.0676945,0.05511297
212.0716945,0.05482396
212.0756945,0.05453477
212.0796945,0.05424412
212.0836945,0.05395159
212.0876945,0.05365949
212.0916945,0.05336575
212.0956945,0.0530725
212.0996945,0.05277422
212.1036945,0.05247882
212.1076945,0.05218032
212.1116945,0.05187968
212.1156945,0.0515809
212.1196945,0.05128095
212.1236945,0.05097698
212.1276945,0.0506756
212.1316945,0.05037136
212.1356945,0.05006832
212.1396945,0.04976363
212.1436945,0.04945842
212.1476945,0.04914964
212.1516945,0.04884017
212.1556945,0.04853401
212.1596945,0.04822668
212.1636945,0.04791768
212.1676945,0.04760652
212.1716945,0.04729347
212.1756945,0.04698091
212.1796945,0.04666976
212.1836945,0.04635454
212.1876945,0.04603884
212.1916945,0.04572555
212.1956945,0.04541057
212.1996945,0.04509374
212.2036945,0.04477608
212.2076945,0.04445735
212.2116945,0.04414048
212.2156945,0.04382219
212.2196945,0.0435027
212.2236945,0.04318557
212.2276945,0.04286464
212.2316945,0.0425449
212.2356945,0.0422233
212.2396945,0.04190453
212.2436945,0.04158024
212.2476945,0.04125861
212.2516945,0.04093793
212.2556945,0.04061295
212.2596945,0.04029203
212.2636945,0.03996706
212.2676945,0.03964258
212.2716945,0.03931881
212.2756945,0.03899357
212.2796945,0.03867121
212.2836945,0.0383453
212.2876945,0.03801865
212.2916945,0.03769295
212.2956945,0.03736868
212.2996945,0.03704277
212.3036945,0.03671801
212.3076945,0.03638898
212.3116945,0.03606185
212.3156945,0.03573665
212.3196945,0.03540909
212.3236945,0.03508338
212.3276945,0.03475483
212.3316945,0.03442938
212.3356945,0.03410035
212.3396945,0.03377537
212.3436945,0.03344849
212.3476945,0.03312043
212.3516945,0.0327919
212.3556945,0.03246786
212.3596945,0.03214242
212.3636945,0.03181485
212.3676945,0.03148817
212.3716945,0.03116226
212.3756945,0.03083635
212.3796945,0.0305078
212.3836945,0.03018211
212.3876945,0.02985786
212.3916945,0.02953192
212.3956945,0.029206
212.3996945,0.02888127
212.4036945,0.02855533
212.4076945,0.02823299
212.4116945,0.02790874
212.4156945,0.02758304
212.4196945,0.02726141
212.4236945,0.0269381
212.4276945,0.0266136
212.4316945,0.02629172
212.4356945,0.02596867
212.4396945,0.02564536
212.4436945,0.02532418
212.4476945,0.02500613
212.4516945,0.02468711
212.4556945,0.02436284
212.4596945,0.0240455
212.4636945,0.0237246
212.4676945,0.02340794
212.4716945,0.02308989
212.4756945,0.02276945
212.4796945,0.02245638
212.4836945,0.02213904
212.4876945,0.02182407
212.4916945,0.02150864
212.4956945,0.02119321
212.4996945,0.02088182
212.5036945,0.02056589
212.5076945,0.02025594
212.5116945,0.01994312
212.5156945,0.01963507
212.5196945,0.01932178
212.5236945,0.01901469
212.5276945,0.01870521
212.5316945,0.01839813
212.5356945,0.01809103
212.5396945,0.01778253
212.5436945,0.01747756
212.5476945,0.017175
212.5516945,0.01687125
212.5556945,0.01656631
212.5596945,0.01626493
212.5636945,0.0159638
212.5676945,0.01566625
212.5716945,0.01536631
212.5756945,0.01506661
212.5796945,0.01477168
212.5836945,0.0144758
212.5876945,0.01417919
212.5916945,0.01388689
212.5956945,0.01359267
212.5996945,0.01330203
212.6036945,0.01300947
212.6076945,0.01272241
212.6116945,0.01243439
212.6156945,0.01214613
212.6196945,0.01185835
212.6236945,0.01157534
212.6276945,0.01129018
212.6316945,0.01100884
212.6356945,0.01072606
212.6396945,0.01044711
212.6436945,0.01016791
212.6476945,0.00989134
212.6516945,0.00961071
212.6556945,0.00933915
212.6596945,0.00906519
212.6636945,0.00879148
212.6676945,0.00851777
212.6716945,0.0082512
212.6756945,0.00798155
212.6796945,0.00771451
212.6836945,0.00744914
212.6876945,0.00718235
212.6916945,0.00692103
212.6956945,0.00665948
212.6996945,0.00639792
212.7036945,0.00613876
212.7076945,0.00588292
212.7116945,0.00562518
212.7156945,0.00537126
212.7196945,0.00512067
212.7236945,0.00486794
212.7276945,0.00461783
212.7316945,0.00437321
212.7356945,0.00412453
212.7396945,0.00387895
212.7436945,0.00363528
212.7476945,0.00339375
212.7516945,0.00315128
212.7556945,0.00291547
212.7596945,0.00267895
212.7636945,0.00244172
212.7676945,0.00220854
212.7716945,0.00197822
212.7756945,0.0017479
212.7796945,0.00151687
212.7836945,0.0012906
212.7876945,0.00106791
212.7916945,0.00083998
212.7956945,0.00062325
212.7996945,0.00040056
212.8036945,0.00018406
212.8076945,-0.00003195
212.8116945,-0.00024606
212.8156945,-0.00045849
212.8196945,-0.00067069
212.8236945,-0.00087836
212.8276945,-0.00108555
212.8316945,-0.00129179
212.8356945,-0.00149422
212.8396945,-0.00169569
212.8436945,-0.00189644
212.8476945,-0.00209457
212.8516945,-0.00228984
212.8556945,-0.00248273
212.8596945,-0.00267585
212.8636945,-0.00286612
212.8676945,-0.00305233
212.8716945,-0.00323783
212.8756945,-0.00342356
212.8796945,-0.00360476
212.8836945,-0.00378573
212.8876945,-0.0039636
212.8916945,-0.00413884
212.8956945,-0.00431336
212.8996945,-0.00448622
212.9036945,-0.00465693
212.9076945,-0.0048255
212.9116945,-0.00499121
212.9156945,-0.00515357
212.9196945,-0.00531475
212.9236945,-0.00547664
212.9276945,-0.00563401
212.9316945,-0.0057885
212.9356945,-0.00594181
212.9396945,-0.0060956
212.9436945,-0.00624604
212.9476945,-0.00639268
212.9516945,-0.00653502
212.9556945,-0.00667759
212.9596945,-0.00681874
212.9636945,-0.00695799
212.9676945,-0.00709246
212.9716945,-0.00722741
212.9756945,-0.00735974
212.9796945,-0.00749134
212.9836945,-0.00762033
212.9876945,-0.00774432
212.9916945,-0.00786829
212.9956945,-0.00798965
212.9996945,-0.00810624
213.0036945,-0.00822498
213.0076945,-0.00834061
213.0116945,-0.0084522
213.0156945,-0.00855997
213.0196945,-0.00867036
213.0236945,-0.00877502
213.0276945,-0.0088797
213.0316945,-0.0089784
213.0356945,-0.00908045
213.0396945,-0.00917582
213.0436945,-0.00926929
213.0476945,-0.00936156
213.0516945,-0.00945263
213.0556945,-0.00954061
213.0596945,-0.00962454
213.0636945,-0.00970751
213.0676945,-0.0097893
213.0716945,-0.00986654
213.0756945,-0.00994403
213.0796945,-0.01001842
213.0836945,-0.01009043
213.0876945,-0.01016052
213.0916945,-0.01022871
213.0956945,-0.01029332
213.0996945,-0.01035555
213.1036945,-0.01041611
213.1076945,-0.01047501
213.1116945,-0.01052936
213.1156945,-0.01058397
213.1196945,-0.01063332
213.1236945,-0.0106829
213.1276945,-0.01073012
213.1316945,-0.01077685
213.1356945,-0.01081429
213.1396945,-0.01085673
213.1436945,-0.01089487
213.1476945,-0.01093255
213.1516945,-0.01096449
213.1556945,-0.01099597
213.1596945,-0.01102411
213.1636945,-0.01104867
213.1676945,-0.01107346
213.1716945,-0.01109539
213.1756945,-0.01111613
213.1796945,-0.0111333
213.1836945,-0.01114761
213.1876945,-0.0111631
213.1916945,-0.01117026
213.1956945,-0.0111786
213.1996945,-0.01118576
213.2036945,-0.01118981
213.2076945,-0.01119124
213.2116945,-0.01119243
213.2156945,-0.01118743
213.2196945,-0.01118456
213.2236945,-0.01117526
213.2276945,-0.01116621
213.2316945,-0.01115595
213.2356945,-0.01113902
213.2396945,-0.01112329
213.2436945,-0.01110612
213.2476945,-0.01108609
213.2516945,-0.01106344
213.2556945,-0.01103674
213.2596945,-0.01100979
213.2636945,-0.01097928
213.2676945,-0.01095067
213.2716945,-0.01091586
213.2756945,-0.01088129
213.2796945,-0.01084314
213.2836945,-0.01080308
213.2876945,-0.0107604
213.2916945,-0.01071391
213.2956945,-0.01067003
213.2996945,-0.01062234
213.3036945,-0.01057251
213.3076945,-0.01051887
213.3116945,-0.01046499
213.3156945,-0.01040609
213.3196945,-0.01035031
213.3236945,-0.01028903
213.3276945,-0.01022632
213.3316945,-0.01016004
213.3356945,-0.01009352
213.3396945,-0.01002486
213.3436945,-0.00995285
213.3476945,-0.0098799
213.3516945,-0.00980717
213.3556945,-0.0097304
213.3596945,-0.009651
213.3636945,-0.0095709
213.3676945,-0.00948864
213.3716945,-0.00940161
213.3756945,-0.00931721
213.3796945,-0.00922804
213.3836945,-0.00914125
213.3876945,-0.00904516
213.3916945,-0.00895195
213.3956945,-0.00885752
213.3996945,-0.00875833
213.4036945,-0.00865963
213.4076945,-0.00856021
213.4116945,-0.00845434
213.4156945,-0.00834967
213.4196945,-0.0082431
213.4236945,-0.00813318
213.4276945,-0.00802446
213.4316945,-0.00791122
213.4356945,-0.0077982
213.4396945,-0.00768185
213.4436945,-0.00756525
213.4476945,-0.00744652
213.4516945,-0.00732635
213.4556945,-0.00720381
213.4596945,-0.00707911
213.4636945,-0.00695489
213.4676945,-0.00682709
213.4716945,-0.00670096
213.4756945,-0.00657054
213.4796945,-0.00643559
213.4836945,-0.00630422
213.4876945,-0.00616808
213.4916945,-0.00603146
213.4956945,-0.00589436
213.4996945,-0.00575465
213.5036945,-0.00561398
213.5076945,-0.00547331
213.5116945,-0.0053262
213.5156945,-0.00518171
213.5196945,-0.00503436
213.5236945,-0.00488845
213.5276945,-0.00473776
213.5316945,-0.00458374
213.5356944,-0.00443377
213.5396944,-0.00427832
213.5436944,-0.00412501
213.5476944,-0.00396765
213.5516944,-0.00381076
213.5556944,-0.00365173
213.5596944,-0.00349246
213.5636944,-0.00333129
213.5676944,-0.00316701
213.5716944,-0.0030056
213.5756944,-0.00283775
213.5796944,-0.00267204
213.5836944,-0.00250419
213.5876944,-0.00233657
213.5916944,-0.00216753
213.5956944,-0.00199586
213.5996944,-0.00182253
213.6036944,-0.0016511
213.6076944,-0.00147753
213.6116944,-0.00130062
213.6156944,-0.00112394
213.6196944,-0.00094846
213.6236944,-0.00077083
213.6276944,-0.00058987
213.6316944,-0.00041295
213.6356944,-0.00023127
213.6396944,-0.00005007
213.6436944,0.0001328
213.6476944,0.00031782
213.6516944,0.00050332
213.6556944,0.00068762
213.6596944,0.00087168
213.6636944,0.00105861
213.6676944,0.00124935
213.6716944,0.00143866
213.6756944,0.00162487
213.6796944,0.00181776
213.6836944,0.00200731
213.6876944,0.00219781
213.6916944,0.00238974
213.6956944,0.00258239
213.6996944,0.00277742
213.7036944,0.00296983
213.7076944,0.00316534
213.7116944,0.00336061
213.7156944,0.00355636
213.7196944,0.00375354
213.7236944,0.00394834
213.7276944,0.00414861
213.7316944,0.00434483
213.7356944,0.0045463
213.7396944,0.00474253
213.7436944,0.00494257
213.7476944,0.00514142
213.7516944,0.00534145
213.7556944,0.00554126
213.7596944,0.00574392
213.7636944,0.00594372
213.7676944,0.00614757
213.7716944,0.00634618
213.7756944,0.00655194
213.7796944,0.00675318
213.7836944,0.00695274
213.7876944,0.00715897
213.7916944,0.00736235
213.7956944,0.00756454
213.7996944,0.00776911
213.8036944,0.00797344
213.8076944,0.00817634
213.8116944,0.00838138
213.8156944,0.00858452
213.8196944,0.00879076
213.8236944,0.00899438
213.8276944,0.00919728
213.8316944,0.0094028
213.8356944,0.00960762
213.8396944,0.0098129
213.8436944,0.01001556
213.8476944,0.01022228
213.8516944,0.01042518
213.8556944,0.01062831
213.8596944,0.01083311
213.8636944,0.01103769
213.8676944,0.01124179
213.8716944,0.01144469
213.8756944,0.01164902
213.8796944,0.01185407
213.8836944,0.01205768
213.8876944,0.01225938
213.8916944,0.01246348
213.8956944,0.01266638
213.8996944,0.01286904
213.9036944,0.01307242
213.9076944,0.01327269
213.9116944,0.01347464
213.9156944,0.01367683
213.9196944,0.01387758
213.9236944,0.01407785
213.9276944,0.0142791
213.9316944,0.01447793
213.9356944,0.01467917
213.9396944,0.01487658
213.9436944,0.0150771
213.9476944,0.01527618
213.9516944,0.01547146
213.9556944,0.01567006
213.9596944,0.01586796
213.9636944,0.01606227
213.9676944,0.01626017
213.9716944,0.01645473
213.9756944,0.01664785
213.9796944,0.01684264
213.9836944,0.01703647
213.9876944,0.01722627
213.9916944,0.01742227
213.9956944,0.01761584
213.9996944,0.01780659
214.0036944,0.01799543
214.0076944,0.0181857
214.0116944,0.01837405
214.0156944,0.01856241
214.0196944,0.01875003
214.0236944,0.01893698
214.0276944,0.0191215
214.0316944,0.01930868
214.0356944,0.01949178
214.0396944,0.01967799
214.0436944,0.01986158
214.0476944,0.0200428
214.0516944,0.02022376
214.0556944,0.02040567
214.0596944,0.02058546
214.0636944,0.02076283
214.0676944,0.02093999
214.0716944,0.02111929
214.0756944,0.02129526
214.0796944,0.0214693
214.0836944,0.02164359
214.0876944,0.02181907
214.0916944,0.02199264
214.0956944,0.02216288
214.0996944,0.02233123
214.1036944,0.0225005
214.1076944,0.02267074
214.1116944,0.02283762
214.1156944,0.02300526
214.1196944,0.02317
214.1236944,0.02333331
214.1276944,0.02349761
214.1316944,0.02366046
214.1356944,0.02382161
214.1396944,0.02398208
214.1436944,0.02413897
214.1476944,0.02429847
214.1516944,0.02445345
214.1556944,0.02460889
214.1596944,0.02476484
214.1636944,0.02491743
214.1676944,0.02506979
214.1716944,0.02522072
214.1756944,0.02537117
214.1796944,0.02551757
214.1836944,0.02566444
214.1876944,0.02581274
214.1916944,0.02595723
214.1956944,0.02610002
214.1996944,0.02624071
214.2036944,0.02638328
214.2076944,0.02652276
214.2116944,0.026662
214.2156944,0.02679885
214.2196944,0.0269338
214.2236944,0.02706973
214.2276944,0.02720228
214.2316944,0.02733412
214.2356944,0.0274631
214.2396944,0.02759282
214.2436944,0.02772418
214.2476944,0.02784842
214.2516944,0.02797309
214.2556944,0.02809733
214.2596944,0.02821939
214.2636944,0.02833859
214.2676944,0.02846115
214.2716944,0.0285792
214.2756944,0.02869456
214.2796944,0.02881163
214.2836944,0.0289249
214.2876944,0.029036
214.2916944,0.02914687
214.2956944,0.02925892
214.2996944,0.02936693
214.3036944,0.02947303
214.3076944,0.02957865
214.3116944,0.02968355
214.3156944,0.02978463
214.3196944,0.02988503
214.3236944,0.02998469
214.3276944,0.03008028
214.3316944,0.03018066
214.3356944,0.03027342
214.3396944,0.03036568
214.3436944,0.03045867
214.3476944,0.03054712
214.3516944,0.03063891
214.3556944,0.0307257
214.3596944,0.03081224
214.3636944,0.03089403
214.3676944,0.03097724
214.3716944,0.03105926
214.3756944,0.03113793
214.3796944,0.03121351
214.3836944,0.03129197
214.3876944,0.03136755
214.3916944,0.03144171
214.3956944,0.03151225
214.3996944,0.03158045
214.4036944,0.03164982
214.4076944,0.03171659
214.4116944,0.0317817
214.4156944,0.03184629
214.4196944,0.03190542
214.4236944,0.03196717
214.4276944,0.03202725
214.4316944,0.03208377
214.4356944,0.03213787
214.4396944,0.0321913
214.4436944,0.03224376
214.4476944,0.03229646
214.4516944,0.03234461
214.4556944,0.03239158
214.4596944,0.03243808
214.4636944,0.032481
214.4676944,0.0325263
214.4716944,0.03256634
214.4756944,0.03260688
214.4796944,0.03264121
214.4836944,0.03267723
214.4876944,0.03271393
214.4916944,0.03274636
214.4956944,0.03277688
214.4996944,0.03280478
214.5036944,0.03283386
214.5076944,0.03285773
214.5116944,0.0328844
214.5156944,0.0329061
214.5196944,0.03292708
214.5236944,0.03294615
214.5276944,0.032965
214.5316944,0.03297929
214.5356944,0.03299529
214.5396944,0.03300527
214.5436944,0.03301886
214.5476944,0.03302771
214.5516944,0.03303604
214.5556944,0.03304154
214.5596944,0.03304868
214.5636944,0.03305129
214.5676944,0.03305105
214.5716944,0.03304986
214.5756944,0.03304366
214.5796944,0.03304274
214.5836944,0.03303795
214.5876944,0.03303127
214.5916944,0.03302173
214.5956944,0.03301005
214.5996944,0.03299956
214.6036944,0.03298502
214.6076944,0.03296787
214.6116944,0.03295333
214.6156944,0.0329316
214.6196944,0.03291182
214.6236944,0.0328918
214.6276944,0.03286557
214.6316944,0.03284173
214.6356944,0.03281287
214.6396944,0.03278545
214.6436944,0.03275517
214.6476944,0.03272131
214.6516944,0.03268819
214.6556944,0.03265434
214.6596944,0.03261667
214.6636944,0.03257922
214.6676944,0.03253821
214.6716944,0.03249579
214.6756944,0.03245381
214.6796944,0.03240637
214.6836944,0.03236083
214.6876944,0.03231196
214.6916944,0.03226425
214.6956944,0.03221181
214.6996944,0.03215815
214.7036944,0.03210216
214.7076944,0.03204611
214.7116944,0.03199008
214.7156944,0.03193022
214.7196944,0.03186917
214.7236944,0.03180721
214.7276944,0.03173974
214.7316944,0.03167561
214.7356944,0.03160716
214.7396944,0.03153704
214.7436944,0.03146816
214.7476944,0.03139497
214.7516944,0.03132104
214.7556944,0.03124952
214.7596944,0.03116919
214.7636944,0.03109217
214.7676944,0.03101229
214.7716944,0.0309298
214.7756944,0.03084466
214.7796944,0.03076386
214.7836944,0.03067684
214.7876944,0.03059004
214.7916944,0.03049874
214.7956944,0.03040908
214.7996944,0.03031873
214.8036944,0.03022406
214.8076944,0.03012893
214.8116944,0.03003333
214.8156944,0.02993486
214.8196944,0.02983591
214.8236944,0.02973459
214.8276944,0.02963182
214.8316944,0.02952668
214.8356944,0.02942178
214.8396944,0.02931733
214.8436944,0.02920861
214.8476944,0.02909631
214.8516944,0.02898665
214.8556944,0.02887102
214.8596944,0.02875918
214.8636944,0.02864522
214.8676944,0.02852696
214.8716944,0.02840872
214.8756944,0.02828878
214.8796944,0.028171
214.8836944,0.02804583
214.8876944,0.02792162
214.8916944,0.02779787
214.8956944,0.02767172
214.8996944,0.02754348
214.9036944,0.02741399
214.9076944,0.02728526
214.9116944,0.02715294
214.9156944,0.02701703
214.9196944,0.02688326
214.9236944,0.02674689
214.9276944,0.02661289
214.9316944,0.02647293
214.9356944,0.02633226
214.9396944,0.02619134
214.9436944,0.02605283
214.9476944,0.02590833
214.9516944,0.02575956
214.9556944,0.02561745
214.9596944,0.0254694
214.9636944,0.02532085
214.9676944,0.02517327
214.9716944,0.02502187
214.9756944,0.02486712
214.9796944,0.02471643
214.9836944,0.02456311
214.9876944,0.02440408
214.9916944,0.02424864
214.9956944,0.02409103
214.9996944,0.02393082
215.0036944,0.02377129
215.0076944,0.02361132
215.0116944,0.02344751
215.0156944,0.02328252
215.0196944,0.02312112
215.0236944,0.0229528
215.0276944,0.02278778
215.0316944,0.02262017
215.0356944,0.02244972
215.0396944,0.02227899
215.0436944,0.02210686
215.0476944,0.02193589
215.0516944,0.02176184
215.0556944,0.02158828
215.0596944,0.02141375
215.0636944,0.02123802
215.0676944,0.02105922
215.0716944,0.02088111
215.0756944,0.02070323
215.0796944,0.02052298
215.0836944,0.02034059
215.0876944,0.02015605
215.0916944,0.01997078
215.0956944,0.01978909
215.0996944,0.01960456
215.1036944,0.01942074
215.1076944,0.01923214
215.1116944,0.01904569
215.1156944,0.01885424
215.1196944,0.01866397
215.1236944,0.01847633
215.1276944,0.01828512
215.1316944,0.01809198
215.1356944,0.0178991
215.1396944,0.01770455
215.1436944,0.01751118
215.1476944,0.01731449
215.1516944,0.01712041
215.1556944,0.01692109
215.1596944,0.01672342
215.1636944,0.01652457
215.1676944,0.01632358
215.1716944,0.01612593
215.1756944,0.01592399
215.1796944,0.01571989
215.1836944,0.01552176
215.1876944,0.01531576
215.1916944,0.01511358
215.1956944,0.01490972
215.1996944,0.0147054
215.2036944,0.01449796
215.2076944,0.01429292
215.2116944,0.01408334
215.2156944,0.01387473
215.2196944,0.01366777
215.2236944,0.01346034
215.2276944,0.0132498
215.2316944,0.01303856
215.2356944,0.01282613
215.2396944,0.01261774
215.2436944,0.01240697
215.2476944,0.01219262
215.2516944,0.01197923
215.2556944,0.01176798
215.2596944,0.01155173
215.2636944,0.01133787
215.2676944,0.011124
215.2716944,0.01090894
215.2756944,0.01069364
215.2796944,0.01047644
215.2836944,0.01025636
215.2876944,0.01003988
215.2916944,0.00982458
215.2956944,0.00960571
215.2996944,0.0093854
215.3036944,0.00916962
215.3076944,0.00894884
215.3116944,0.00872877
215.3156944,0.00850967
215.3196944,0.00828793
215.3236944,0.00806786
215.3276944,0.0078466
215.3316944,0.00762343
215.3356944,0.00740456
215.3396944,0.00718068
215.3436944,0.00695703
215.3476944,0.00673577
215.3516944,0.00651284
215.3556944,0.00629134
215.3596944,0.0060677
215.3636944,0.00584382
215.3676944,0.00561946
215.3716944,0.00539606
215.3756944,0.00517217
215.3796944,0.00494638
215.3836944,0.0047225
215.3876944,0.00449814
215.3916944,0.0042714
215.3956944,0.00404799
215.3996944,0.0038203
215.4036944,0.00359665
215.4076944,0.0033723
215.4116944,0.00314484
215.4156944,0.00292
215.4196944,0.00269445
215.4236944,0.00246699
215.4276944,0.00224096
215.4316944,0.00201565
215.4356944,0.00178963
215.4396944,0.00156646
215.4436944,0.00133948
215.4476944,0.00111393
215.4516944,0.00088647
215.4556944,0.00066521
215.4596944,0.0004368
215.4636944,0.00021125
215.4676944,-0.00001645
215.4716944,-0.00023986
215.4756944,-0.00046565
215.4796944,-0.00069239
215.4836944,-0.00091818
215.4876944,-0.00114254
215.4916944,-0.00136809
215.4956944,-0.00159436
215.4996944,-0.00181919
215.5036944,-0.0020445
215.5076944,-0.00226743
215.5116944,-0.00249084
215.5156944,-0.00271615
215.5196944,-0.0029386
215.5236944,-0.00316582
215.5276944,-0.00338565
215.5316944,-0.0036112
215.5356944,-0.0038327
215.5396944,-0.00405467
215.5436944,-0.00428022
215.5476944,-0.00450124
215.5516944,-0.0047256
215.5556944,-0.00494424
215.5596944,-0.00516789
215.5636944,-0.00538747
215.5676944,-0.0056054
215.5716944,-0.00582666
215.5756944,-0.0060472
215.5796944,-0.00626869
215.5836944,-0.00648543
215.5876944,-0.0067074
215.5916944,-0.00692556
215.5956944,-0.00714133
215.5996944,-0.00735973
215.6036944,-0.00757765
215.6076944,-0.00779581
215.6116944,-0.00801373
215.6156944,-0.00822547
215.6196944,-0.00844386
215.6236944,-0.00865653
215.6276944,-0.00887064
215.6316944,-0.00908666
215.6356944,-0.00929814
215.6396944,-0.00951129
215.6436944,-0.00972253
215.6476944,-0.00993473
215.6516944,-0.0101486
215.6556944,-0.01035866
215.6596944,-0.01056919
215.6636944,-0.010779
215.6676944,-0.01098595
215.6716944,-0.01119576
215.6756944,-0.01140176
215.6796944,-0.01161087
215.6836944,-0.0118171
215.6876944,-0.01202406
215.6916944,-0.01222958
215.6956944,-0.01243367
215.6996944,-0.01263682
215.7036944,-0.01283852
215.7076944,-0.01304285
215.7116944,-0.01324718
215.7156944,-0.0134465
215.7196944,-0.01364583
215.7236944,-0.01384539
215.7276944,-0.01404329
215.7316944,-0.01424094
215.7356944,-0.0144398
215.7396944,-0.01463626
215.7436944,-0.01483296
215.7476944,-0.01502775
215.7516944,-0.01522159
215.7556944,-0.01541472
215.7596944,-0.01560974
215.7636944,-0.01580025
215.7676944,-0.01599099
215.7716944,-0.01618102
215.7756944,-0.01636842
215.7796944,-0.01655869
215.7836944,-0.0167456
215.7876944,-0.01693301
215.7916944,-0.01711613
215.7956944,-0.01730186
215.7996944,-0.0174833
215.8036944,-0.01766807
215.8076944,-0.01785071
215.8116944,-0.01803335
215.8156944,-0.01821216
215.8196944,-0.01838811
215.8236944,-0.01856978
215.8276944,-0.01874813
215.8316944,-0.01892243
215.8356944,-0.01909696
215.8396944,-0.01927077
215.8436944,-0.01944458
215.8476944,-0.0196172
215.8516944,-0.01978838
215.8556944,-0.01995696
215.8596944,-0.02012673
215.8636944,-0.02029695
215.8676944,-0.02046266
215.8716944,-0.02062955
215.8756944,-0.02079335
215.8796944,-0.02095573
215.8836944,-0.02112025
215.8876944,-0.02128094
215.8916944,-0.02143925
215.8956944,-0.02159946
215.8996944,-0.02175874
215.9036944,-0.02191587
215.9076944,-0.02207013
215.9116944,-0.02222725
215.9156944,-0.02237937
215.9196944,-0.0225298
215.9236944,-0.02268359
215.9276944,-0.02283476
215.9316944,-0.02298257
215.9356944,-0.02312923
215.9396944,-0.02327466
215.9436944,-0.02342057
215.9476944,-0.02356507
215.9516944,-0.02370621
215.9556944,-0.02384951
215.9596944,-0.02398756
215.9636944,-0.02412727
215.9676944,-0.02426437
215.9716944,-0.02440028
215.9756944,-0.024535
215.9796944,-0.02466897
215.9836944,-0.02480416
215.9876944,-0.02493506
215.9916944,-0.02506645
215.9956944,-0.02519304
215.9996944,-0.0253206
216.0036944,-0.02544628
216.0076944,-0.02557025
216.0116944,-0.02569494
216.0156944,-0.02581607
216.0196944,-0.02593791
216.0236944,-0.02605544
216.0276944,-0.02617465
216.0316944,-0.02629364
216.0356944,-0.0264064
216.0396944,-0.02652061
216.0436944,-0.02663578
216.0476944,-0.02674259
216.0516944,-0.02685178
216.0556944,-0.0269629
216.0596944,-0.02706898
216.0636944,-0.02717675
216.0676944,-0.02727831
216.0716944,-0.02738205
216.0756944,-0.0274841
216.0796944,-0.02758303
216.0836944,-0.02768389
216.0876944,-0.02777641
216.0916944,-0.02787131
216.0956944,-0.02796859
216.0996944,-0.02806085
216.1036944,-0.02815027
216.1076944,-0.02824037
216.1116944,-0.02832885
216.1156944,-0.02841872
216.1196944,-0.02850217
216.1236944,-0.02858468
216.1276944,-0.02866883
216.1316944,-0.02874847
216.1356944,-0.02882833
216.1396944,-0.02890486
216.1436944,-0.02898212
216.1476944,-0.02905556
216.1516944,-0.02913114
216.1556944,-0.02920219
216.1596944,-0.02927396
216.1636944,-0.02934477
216.1676944,-0.02940987
216.1716944,-0.02947662
216.1756944,-0.02954028
216.1796944,-0.02960393
216.1836944,-0.02966496
216.1876944,-0.02972434
216.1916944,-0.02978155
216.1956944,-0.02983974
216.1996944,-0.02989623
216.2036944,-0.02995012
216.2076944,-0.03000209
216.2116944,-0.03005004
216.2156944,-0.03010033
216.2196944,-0.03014729
216.2236944,-0.03019307
216.2276944,-0.03023767
216.2316944,-0.0302813
216.2356944,-0.03032206
216.2396944,-0.03036094
216.2436944,-0.03040075
216.2476944,-0.03043605
216.2516944,-0.03047179
216.2556944,-0.03050638
216.2596944,-0.03053712
216.2636944,-0.0305674
216.2676944,-0.0305972
216.2716944,-0.03062319
216.2756944,-0.03064918
216.2796944,-0.03067183
216.2836944,-0.03069615
216.2876944,-0.03071691
216.2916944,-0.03073812
216.2956944,-0.03075648
216.2996944,-0.03077054
216.3036944,-0.03078484
216.3076944,-0.03079964
216.3116944,-0.03081131
216.3156944,-0.0308218
216.3196944,-0.03082895
216.3236944,-0.03083563
216.3276944,-0.03084159
216.3316944,-0.03084517
216.3356944,-0.03084779
216.3396944,-0.03084684
216.3436944,-0.03084684
216.3476944,-0.03084659
216.3516944,-0.03084208
216.3556944,-0.03083706
216.3596944,-0.03082825
216.3636944,-0.0308211
216.3676944,-0.03080916
216.3716944,-0.03079963
216.3756944,-0.0307839
216.3796944,-0.03076983
216.3836944,-0.03075338
216.3876944,-0.03073479
216.3916944,-0.03071594
216.3956944,-0.03069663
216.3996944,-0.03067447
216.4036944,-0.03064991
216.4076944,-0.0306251
