,X,Y
0,42.01197459454059,-20.444170589303
1,43.45100181381428,-20.201258851259908
2,43.39159224631927,-20.290154053618
3,45.00483883666962,-20.074864044364933
4,45.06414433357872,-19.92153076473955
5,42.47798735378434,-18.97205256051964
6,43.15478182966488,-20.591131610312253
7,42.02585546289732,-21.049800528001523
8,43.29970801621178,-20.514074894104915
9,41.91331959497884,-21.6801209720454
10,43.14400259382511,-19.58956962162676
11,44.902869059402626,-20.279168106969628
12,43.63850358699698,-18.71735682780722
13,43.29183404609248,-20.348030468860223
14,43.19075429128287,-20.47136065638359
15,42.175810741206696,-19.878599785034943
16,33.54469700813917,-39.99850956670531
17,34.132547449403965,-41.0027672400669
18,32.938049696278135,-40.439830344407675
19,34.19094461329302,-39.261312706196115
20,34.230691146096206,-40.95268828108512
21,34.34110678098394,-40.854427814810606
22,33.86809117765873,-39.77989197825922
23,35.1687591912684,-40.50295056036615
24,32.79305533777479,-42.13288423353147
25,33.89916732616651,-41.19637317777288
26,34.6217574580154,-42.34177555163141
27,34.721238404775825,-39.32930388164213
28,31.92781302089911,-41.239540695639995
29,33.17921644505347,-38.88538472232918
30,32.4545754920112,-39.14938413391204
31,33.02124421643791,-40.3802895363541
32,34.39827262707961,-40.1037191877217
33,31.089537176525095,-42.72140838607427
34,34.99588264174381,-41.035803241087365
35,33.634622030792684,-41.19999235824144
36,32.11397981992704,-41.085011230321214
37,34.03801505997089,-41.05162372203055
38,32.539153827938755,-42.15751037546382
39,34.193476315240616,-37.26430945841075
40,41.420512115611714,-27.607526931289716
41,33.86394680111963,-40.38222580947807
42,-8.062249411323815,28.832327979836606
43,-11.613512948832646,32.81589493881358
44,-8.788875465823201,28.67389672250778
45,-7.191041695517819,26.044247946256704
46,-9.052923783151227,27.524635461953203
47,-11.354194005941844,29.903443699870845
48,-9.483680523486981,29.58383708417402
49,-10.025921223158884,30.351692303843706
50,-10.354865654524895,30.532209369641464
51,-6.551932878361471,25.876837184415468
52,-12.324533746652333,33.55315482494523
53,-9.577688518840288,30.289146965997237
54,-10.652969832653424,28.989779952200816
55,-7.367928835295768,27.53555780380684
56,-9.402114287183448,28.491023109821228
57,-8.669882047950173,30.356126948328395
58,-8.53435300163292,30.267707122648023
59,-10.021727528234502,31.944001142799955
60,-9.220967374288342,29.152164384905706
61,-9.922095551031383,28.96838106847058
62,5.3256601032435515,37.09329650548451
63,5.105252991158124,36.7706127532493
64,5.747868163878809,37.262335647949534
65,5.665607246969188,38.534085719458574
66,6.205507885259993,39.470331699000035
67,6.474860493765335,38.61120446791146
68,4.323359975608474,41.04592993388036
69,7.483862906678664,36.513979264070514
70,4.103244141729165,38.19205897615761
71,4.941880499117054,39.04048042387214
72,4.617002968668986,38.14134469880876
73,8.194983620602212,38.00615944945909
74,2.8380429181669853,41.13115083874023
75,5.563805063974317,38.65403131579773
76,3.621643649772807,38.54489160322042
77,6.158440149158978,38.75266280167186
78,4.281501932149436,37.547496280136286
79,5.786236627432803,36.52989255626651
80,3.9585408809579334,37.40873821378942
81,-33.16846846332365,-4.88518211899594
82,-33.002583937846644,-3.208482876284301
83,-53.15151842979234,4.142557069745322
84,-33.878677098048286,-4.150878981831688
85,-45.18542040860665,-6.582938428214344
86,-31.94029540751824,-2.1516422557697314
87,-31.095046217963855,-1.5321091798846709
88,-48.173300980294506,6.595345427399113
89,-29.36581182556738,-1.9060284541744585
90,-36.82690924021851,-9.290619174061964
91,-49.07709182900921,4.810424571947919
92,-45.14109020447749,-7.707111344133415
93,-45.676063263156024,-5.133855691270829
94,-31.16634171320318,-2.7630545868836816
95,-28.789287860080393,-5.248192794142978
96,-49.02751782689076,6.3108320495767405
97,-32.022474395929436,-2.527288694628339
98,-27.36410415909375,4.197896993547496
99,-30.078232228087714,0.7933501855864022
100,-46.47787299910317,11.080211586625525
101,-50.048081954657896,5.074165184523642
102,-31.906009736562044,-4.161901811231243
103,-28.80999827697871,2.9745311153942278
104,-47.58336126511457,7.998143115455589
105,-38.432505139668685,13.295648965634136
106,-31.366951128480128,0.36848714773811586
107,-31.242347885805607,-0.6232949686384222
108,-48.121420022061024,9.377437875061306
109,-31.592508135050057,-0.4193551922180821
110,-37.16890033499502,12.505365796776056
111,-48.076738004020605,8.677531434763956
112,-45.25333628204006,-5.944833469064401
113,-37.919726822688425,12.93992552984975
114,-30.06469636144973,-0.15291468283850265
115,-45.190945211294284,-3.592504675980549
116,-46.489408818454365,-8.906062437596766
117,-30.00485248268923,0.6728152692793746
118,-27.843236108422467,2.1377460564160025
119,-37.960043027235216,15.078776738142466
